Source,Target,Type,Id,Type_edge,Weigth
5715,2217,Undirected,3235,inventeur_brevet,1
5716,910,Undirected,3236,inventeur_brevet,1
5717,1523,Undirected,3237,inventeur_brevet,1
5718,163,Undirected,3238,inventeur_brevet,1
5719,1775,Undirected,3239,inventeur_brevet,1
5720,1452,Undirected,3240,inventeur_brevet,1
5721,2391,Undirected,3241,inventeur_brevet,1
5722,1670,Undirected,3242,inventeur_brevet,1
5723,1784,Undirected,3243,inventeur_brevet,1
5724,1707,Undirected,3244,inventeur_brevet,1
5725,2635,Undirected,3245,inventeur_brevet,1
5726,1925,Undirected,3246,inventeur_brevet,1
5727,2141,Undirected,3247,inventeur_brevet,1
5728,1914,Undirected,3248,inventeur_brevet,1
5729,2312,Undirected,3249,inventeur_brevet,1
5730,2542,Undirected,3250,inventeur_brevet,1
5731,1796,Undirected,3251,inventeur_brevet,1
5732,1008,Undirected,3252,inventeur_brevet,1
5733,428,Undirected,3253,inventeur_brevet,1
5734,2282,Undirected,3254,inventeur_brevet,1
5735,1305,Undirected,3255,inventeur_brevet,1
5736,1641,Undirected,3256,inventeur_brevet,1
5737,1556,Undirected,3257,inventeur_brevet,1
5738,1781,Undirected,3258,inventeur_brevet,1
5739,1625,Undirected,3259,inventeur_brevet,1
5740,1891,Undirected,3260,inventeur_brevet,1
5741,1608,Undirected,3261,inventeur_brevet,1
5742,2206,Undirected,3262,inventeur_brevet,1
5743,878,Undirected,3263,inventeur_brevet,1
5744,1765,Undirected,3264,inventeur_brevet,1
5745,2276,Undirected,3265,inventeur_brevet,1
5746,613,Undirected,3266,inventeur_brevet,1
5747,2274,Undirected,3267,inventeur_brevet,1
5748,1420,Undirected,3268,inventeur_brevet,1
5749,2422,Undirected,3269,inventeur_brevet,1
5750,1927,Undirected,3270,inventeur_brevet,1
5751,872,Undirected,3271,inventeur_brevet,1
5752,574,Undirected,3272,inventeur_brevet,1
5753,1545,Undirected,3273,inventeur_brevet,1
5754,2145,Undirected,3274,inventeur_brevet,1
5755,1462,Undirected,3275,inventeur_brevet,1
5756,379,Undirected,3276,inventeur_brevet,1
5757,1688,Undirected,3277,inventeur_brevet,1
5758,2151,Undirected,3278,inventeur_brevet,1
5759,14,Undirected,3279,inventeur_brevet,1
5760,1974,Undirected,3280,inventeur_brevet,1
5761,1053,Undirected,3281,inventeur_brevet,1
5762,1553,Undirected,3282,inventeur_brevet,1
5763,2028,Undirected,3283,inventeur_brevet,1
5764,510,Undirected,3284,inventeur_brevet,1
5765,2198,Undirected,3285,inventeur_brevet,1
5766,686,Undirected,3286,inventeur_brevet,1
5767,1744,Undirected,3287,inventeur_brevet,1
5768,509,Undirected,3288,inventeur_brevet,1
5769,107,Undirected,3289,inventeur_brevet,1
5769,211,Undirected,3290,inventeur_brevet,1
5769,2028,Undirected,3291,inventeur_brevet,1
5770,2030,Undirected,3292,inventeur_brevet,1
5771,1573,Undirected,3293,inventeur_brevet,1
5771,1574,Undirected,3294,inventeur_brevet,1
5772,1933,Undirected,3295,inventeur_brevet,1
5773,2567,Undirected,3296,inventeur_brevet,1
5774,384,Undirected,3297,inventeur_brevet,1
5775,1089,Undirected,3298,inventeur_brevet,1
5776,1842,Undirected,3299,inventeur_brevet,1
5777,149,Undirected,3300,inventeur_brevet,1
5778,825,Undirected,3301,inventeur_brevet,1
5779,1196,Undirected,3302,inventeur_brevet,1
5780,1553,Undirected,3303,inventeur_brevet,1
5781,1841,Undirected,3304,inventeur_brevet,1
5782,573,Undirected,3305,inventeur_brevet,1
5783,1808,Undirected,3306,inventeur_brevet,1
5784,2202,Undirected,3307,inventeur_brevet,1
5785,2047,Undirected,3308,inventeur_brevet,1
5786,508,Undirected,3309,inventeur_brevet,1
5787,1053,Undirected,3310,inventeur_brevet,1
5788,651,Undirected,3311,inventeur_brevet,1
5788,910,Undirected,3312,inventeur_brevet,1
5789,2575,Undirected,3313,inventeur_brevet,1
5790,2161,Undirected,3314,inventeur_brevet,1
5791,1265,Undirected,3315,inventeur_brevet,1
5792,566,Undirected,3316,inventeur_brevet,1
5793,1573,Undirected,3317,inventeur_brevet,1
5794,1172,Undirected,3318,inventeur_brevet,1
5795,292,Undirected,3319,inventeur_brevet,1
5796,969,Undirected,3320,inventeur_brevet,1
5797,555,Undirected,3321,inventeur_brevet,1
5798,1759,Undirected,3322,inventeur_brevet,1
5799,1549,Undirected,3323,inventeur_brevet,1
5799,1909,Undirected,3324,inventeur_brevet,1
5800,1935,Undirected,3325,inventeur_brevet,1
5801,1987,Undirected,3326,inventeur_brevet,1
5802,989,Undirected,3327,inventeur_brevet,1
5802,1090,Undirected,3328,inventeur_brevet,1
5802,2270,Undirected,3329,inventeur_brevet,1
5803,1986,Undirected,3330,inventeur_brevet,1
5804,1031,Undirected,3331,inventeur_brevet,1
5805,2293,Undirected,3332,inventeur_brevet,1
5806,2355,Undirected,3333,inventeur_brevet,1
5807,840,Undirected,3334,inventeur_brevet,1
5808,917,Undirected,3335,inventeur_brevet,1
5809,1544,Undirected,3336,inventeur_brevet,1
5810,2367,Undirected,3337,inventeur_brevet,1
5811,2201,Undirected,3338,inventeur_brevet,1
5812,582,Undirected,3339,inventeur_brevet,1
5813,2188,Undirected,3340,inventeur_brevet,1
5814,1599,Undirected,3341,inventeur_brevet,1
5815,974,Undirected,3342,inventeur_brevet,1
5816,899,Undirected,3343,inventeur_brevet,1
5817,1024,Undirected,3344,inventeur_brevet,1
5818,880,Undirected,3345,inventeur_brevet,1
5819,773,Undirected,3346,inventeur_brevet,1
5820,1420,Undirected,3347,inventeur_brevet,1
5821,2410,Undirected,3348,inventeur_brevet,1
5822,1941,Undirected,3349,inventeur_brevet,1
5823,149,Undirected,3350,inventeur_brevet,1
5824,2367,Undirected,3351,inventeur_brevet,1
5825,645,Undirected,3352,inventeur_brevet,1
5826,1796,Undirected,3353,inventeur_brevet,1
5827,1036,Undirected,3354,inventeur_brevet,1
5828,1393,Undirected,3355,inventeur_brevet,1
5829,833,Undirected,3356,inventeur_brevet,1
5830,1528,Undirected,3357,inventeur_brevet,1
5831,962,Undirected,3358,inventeur_brevet,1
5831,963,Undirected,3359,inventeur_brevet,1
5831,964,Undirected,3360,inventeur_brevet,1
5832,2333,Undirected,3361,inventeur_brevet,1
5833,2333,Undirected,3362,inventeur_brevet,1
5834,316,Undirected,3363,inventeur_brevet,1
5835,729,Undirected,3364,inventeur_brevet,1
5836,236,Undirected,3365,inventeur_brevet,1
5837,1223,Undirected,3366,inventeur_brevet,1
5838,1813,Undirected,3367,inventeur_brevet,1
5839,68,Undirected,3368,inventeur_brevet,1
5839,69,Undirected,3369,inventeur_brevet,1
5839,406,Undirected,3370,inventeur_brevet,1
5840,1878,Undirected,3371,inventeur_brevet,1
5841,1678,Undirected,3372,inventeur_brevet,1
5842,1035,Undirected,3373,inventeur_brevet,1
5843,184,Undirected,3374,inventeur_brevet,1
5844,2177,Undirected,3375,inventeur_brevet,1
5845,922,Undirected,3376,inventeur_brevet,1
5846,46,Undirected,3377,inventeur_brevet,1
5847,873,Undirected,3378,inventeur_brevet,1
5848,1335,Undirected,3379,inventeur_brevet,1
5849,561,Undirected,3380,inventeur_brevet,1
5850,872,Undirected,3381,inventeur_brevet,1
5851,17,Undirected,3382,inventeur_brevet,1
5852,1114,Undirected,3383,inventeur_brevet,1
5853,1420,Undirected,3384,inventeur_brevet,1
5854,1933,Undirected,3385,inventeur_brevet,1
5855,170,Undirected,3386,inventeur_brevet,1
5856,1766,Undirected,3387,inventeur_brevet,1
5857,1760,Undirected,3388,inventeur_brevet,1
5858,1166,Undirected,3389,inventeur_brevet,1
5859,2143,Undirected,3390,inventeur_brevet,1
5860,2570,Undirected,3391,inventeur_brevet,1
5861,904,Undirected,3392,inventeur_brevet,1
5862,1564,Undirected,3393,inventeur_brevet,1
5863,1553,Undirected,3394,inventeur_brevet,1
5864,2203,Undirected,3395,inventeur_brevet,1
5865,2219,Undirected,3396,inventeur_brevet,1
5866,1764,Undirected,3397,inventeur_brevet,1
5867,1759,Undirected,3398,inventeur_brevet,1
5868,1861,Undirected,3399,inventeur_brevet,1
5869,640,Undirected,3400,inventeur_brevet,1
5870,2157,Undirected,3401,inventeur_brevet,1
5871,1553,Undirected,3402,inventeur_brevet,1
5872,533,Undirected,3403,inventeur_brevet,1
5873,167,Undirected,3404,inventeur_brevet,1
5874,2151,Undirected,3405,inventeur_brevet,1
5875,1758,Undirected,3406,inventeur_brevet,1
5876,1811,Undirected,3407,inventeur_brevet,1
5877,1771,Undirected,3408,inventeur_brevet,1
5878,306,Undirected,3409,inventeur_brevet,1
5879,1378,Undirected,3410,inventeur_brevet,1
5880,2099,Undirected,3411,inventeur_brevet,1
5881,2579,Undirected,3412,inventeur_brevet,1
5882,2296,Undirected,3413,inventeur_brevet,1
5883,124,Undirected,3414,inventeur_brevet,1
5884,2689,Undirected,3415,inventeur_brevet,1
5885,2223,Undirected,3416,inventeur_brevet,1
5886,651,Undirected,3417,inventeur_brevet,1
5887,2170,Undirected,3418,inventeur_brevet,1
5888,560,Undirected,3419,inventeur_brevet,1
5888,1531,Undirected,3420,inventeur_brevet,1
5888,1551,Undirected,3421,inventeur_brevet,1
5889,999,Undirected,3422,inventeur_brevet,1
5890,552,Undirected,3423,inventeur_brevet,1
5891,780,Undirected,3424,inventeur_brevet,1
5892,452,Undirected,3425,inventeur_brevet,1
5892,453,Undirected,3426,inventeur_brevet,1
5892,455,Undirected,3427,inventeur_brevet,1
5893,1138,Undirected,3428,inventeur_brevet,1
5894,1778,Undirected,3429,inventeur_brevet,1
5895,955,Undirected,3430,inventeur_brevet,1
5896,296,Undirected,3431,inventeur_brevet,1
5896,355,Undirected,3432,inventeur_brevet,1
5896,356,Undirected,3433,inventeur_brevet,1
5897,183,Undirected,3434,inventeur_brevet,1
5898,1503,Undirected,3435,inventeur_brevet,1
5899,574,Undirected,3436,inventeur_brevet,1
5900,1155,Undirected,3437,inventeur_brevet,1
5901,863,Undirected,3438,inventeur_brevet,1
5902,384,Undirected,3439,inventeur_brevet,1
5903,825,Undirected,3440,inventeur_brevet,1
5904,2146,Undirected,3441,inventeur_brevet,1
5905,257,Undirected,3442,inventeur_brevet,1
5906,2079,Undirected,3443,inventeur_brevet,1
5907,271,Undirected,3444,inventeur_brevet,1
5908,152,Undirected,3445,inventeur_brevet,1
5909,2030,Undirected,3446,inventeur_brevet,1
5910,988,Undirected,3447,inventeur_brevet,1
5911,1022,Undirected,3448,inventeur_brevet,1
5912,379,Undirected,3449,inventeur_brevet,1
5913,686,Undirected,3450,inventeur_brevet,1
5914,2271,Undirected,3451,inventeur_brevet,1
5915,2184,Undirected,3452,inventeur_brevet,1
5916,2296,Undirected,3453,inventeur_brevet,1
5917,1142,Undirected,3454,inventeur_brevet,1
5918,600,Undirected,3455,inventeur_brevet,1
5919,1932,Undirected,3456,inventeur_brevet,1
5920,2202,Undirected,3457,inventeur_brevet,1
5921,1742,Undirected,3458,inventeur_brevet,1
5922,1340,Undirected,3459,inventeur_brevet,1
5923,1188,Undirected,3460,inventeur_brevet,1
5924,1761,Undirected,3461,inventeur_brevet,1
5925,178,Undirected,3462,inventeur_brevet,1
5926,1172,Undirected,3463,inventeur_brevet,1
5927,1599,Undirected,3464,inventeur_brevet,1
5928,600,Undirected,3465,inventeur_brevet,1
5929,211,Undirected,3466,inventeur_brevet,1
5929,1117,Undirected,3467,inventeur_brevet,1
5929,1145,Undirected,3468,inventeur_brevet,1
5930,2207,Undirected,3469,inventeur_brevet,1
5931,565,Undirected,3470,inventeur_brevet,1
5932,977,Undirected,3471,inventeur_brevet,1
5932,1045,Undirected,3472,inventeur_brevet,1
5932,1052,Undirected,3473,inventeur_brevet,1
5932,1103,Undirected,3474,inventeur_brevet,1
5932,1104,Undirected,3475,inventeur_brevet,1
5932,1105,Undirected,3476,inventeur_brevet,1
5932,1173,Undirected,3477,inventeur_brevet,1
5932,2267,Undirected,3478,inventeur_brevet,1
5933,1044,Undirected,3479,inventeur_brevet,1
5934,434,Undirected,3480,inventeur_brevet,1
5935,1052,Undirected,3481,inventeur_brevet,1
5935,1105,Undirected,3482,inventeur_brevet,1
5935,1173,Undirected,3483,inventeur_brevet,1
5936,1867,Undirected,3484,inventeur_brevet,1
5937,899,Undirected,3485,inventeur_brevet,1
5938,969,Undirected,3486,inventeur_brevet,1
5939,2028,Undirected,3487,inventeur_brevet,1
5940,275,Undirected,3488,inventeur_brevet,1
5940,2268,Undirected,3489,inventeur_brevet,1
5941,2277,Undirected,3490,inventeur_brevet,1
5942,2066,Undirected,3491,inventeur_brevet,1
5943,1188,Undirected,3492,inventeur_brevet,1
5944,431,Undirected,3493,inventeur_brevet,1
5945,432,Undirected,3494,inventeur_brevet,1
5946,359,Undirected,3495,inventeur_brevet,1
5947,358,Undirected,3496,inventeur_brevet,1
5948,131,Undirected,3497,inventeur_brevet,1
5949,422,Undirected,3498,inventeur_brevet,1
5950,619,Undirected,3499,inventeur_brevet,1
5951,674,Undirected,3500,inventeur_brevet,1
5952,244,Undirected,3501,inventeur_brevet,1
5953,135,Undirected,3502,inventeur_brevet,1
5953,166,Undirected,3503,inventeur_brevet,1
5954,334,Undirected,3504,inventeur_brevet,1
5955,41,Undirected,3505,inventeur_brevet,1
5956,46,Undirected,3506,inventeur_brevet,1
5957,1525,Undirected,3507,inventeur_brevet,1
5958,163,Undirected,3508,inventeur_brevet,1
5959,1703,Undirected,3509,inventeur_brevet,1
5959,1704,Undirected,3510,inventeur_brevet,1
5960,1265,Undirected,3511,inventeur_brevet,1
5961,700,Undirected,3512,inventeur_brevet,1
5962,2462,Undirected,3513,inventeur_brevet,1
5963,843,Undirected,3514,inventeur_brevet,1
5964,2550,Undirected,3515,inventeur_brevet,1
5965,1691,Undirected,3516,inventeur_brevet,1
5966,365,Undirected,3517,inventeur_brevet,1
5967,2450,Undirected,3518,inventeur_brevet,1
5968,371,Undirected,3519,inventeur_brevet,1
5969,780,Undirected,3520,inventeur_brevet,1
5970,762,Undirected,3521,inventeur_brevet,1
5971,1008,Undirected,3522,inventeur_brevet,1
5972,60,Undirected,3523,inventeur_brevet,1
5973,950,Undirected,3524,inventeur_brevet,1
5974,848,Undirected,3525,inventeur_brevet,1
5975,727,Undirected,3526,inventeur_brevet,1
5976,1767,Undirected,3527,inventeur_brevet,1
5977,533,Undirected,3528,inventeur_brevet,1
5978,867,Undirected,3529,inventeur_brevet,1
5979,769,Undirected,3530,inventeur_brevet,1
5980,1047,Undirected,3531,inventeur_brevet,1
5981,320,Undirected,3532,inventeur_brevet,1
5982,821,Undirected,3533,inventeur_brevet,1
5983,1017,Undirected,3534,inventeur_brevet,1
5984,1821,Undirected,3535,inventeur_brevet,1
5985,107,Undirected,3536,inventeur_brevet,1
5986,392,Undirected,3537,inventeur_brevet,1
5987,1383,Undirected,3538,inventeur_brevet,1
5988,2456,Undirected,3539,inventeur_brevet,1
5989,2078,Undirected,3540,inventeur_brevet,1
5990,1287,Undirected,3541,inventeur_brevet,1
5991,879,Undirected,3542,inventeur_brevet,1
5992,984,Undirected,3543,inventeur_brevet,1
5993,2200,Undirected,3544,inventeur_brevet,1
5994,1811,Undirected,3545,inventeur_brevet,1
5995,1769,Undirected,3546,inventeur_brevet,1
5996,14,Undirected,3547,inventeur_brevet,1
5997,568,Undirected,3548,inventeur_brevet,1
5998,422,Undirected,3549,inventeur_brevet,1
5999,667,Undirected,3550,inventeur_brevet,1
6000,2234,Undirected,3551,inventeur_brevet,1
6001,2234,Undirected,3552,inventeur_brevet,1
6002,2190,Undirected,3553,inventeur_brevet,1
6003,97,Undirected,3554,inventeur_brevet,1
6003,1442,Undirected,3555,inventeur_brevet,1
6003,1470,Undirected,3556,inventeur_brevet,1
6004,1386,Undirected,3557,inventeur_brevet,1
6005,1060,Undirected,3558,inventeur_brevet,1
6006,2036,Undirected,3559,inventeur_brevet,1
6007,75,Undirected,3560,inventeur_brevet,1
6008,434,Undirected,3561,inventeur_brevet,1
6009,1073,Undirected,3562,inventeur_brevet,1
6010,2128,Undirected,3563,inventeur_brevet,1
6011,582,Undirected,3564,inventeur_brevet,1
6012,1861,Undirected,3565,inventeur_brevet,1
6013,559,Undirected,3566,inventeur_brevet,1
6014,1126,Undirected,3567,inventeur_brevet,1
6015,2163,Undirected,3568,inventeur_brevet,1
6016,1552,Undirected,3569,inventeur_brevet,1
6017,1116,Undirected,3570,inventeur_brevet,1
6018,1614,Undirected,3571,inventeur_brevet,1
6019,1587,Undirected,3572,inventeur_brevet,1
6020,1070,Undirected,3573,inventeur_brevet,1
6021,995,Undirected,3574,inventeur_brevet,1
6022,1842,Undirected,3575,inventeur_brevet,1
6023,7,Undirected,3576,inventeur_brevet,1
6024,1896,Undirected,3577,inventeur_brevet,1
6025,256,Undirected,3578,inventeur_brevet,1
6026,1238,Undirected,3579,inventeur_brevet,1
6027,1774,Undirected,3580,inventeur_brevet,1
6028,2033,Undirected,3581,inventeur_brevet,1
6029,1552,Undirected,3582,inventeur_brevet,1
6030,1197,Undirected,3583,inventeur_brevet,1
6031,1155,Undirected,3584,inventeur_brevet,1
6031,2035,Undirected,3585,inventeur_brevet,1
6032,2033,Undirected,3586,inventeur_brevet,1
6033,257,Undirected,3587,inventeur_brevet,1
6034,1374,Undirected,3588,inventeur_brevet,1
6035,1736,Undirected,3589,inventeur_brevet,1
6036,2654,Undirected,3590,inventeur_brevet,1
6037,1170,Undirected,3591,inventeur_brevet,1
6038,1383,Undirected,3592,inventeur_brevet,1
6039,1521,Undirected,3593,inventeur_brevet,1
6040,1130,Undirected,3594,inventeur_brevet,1
6041,2282,Undirected,3595,inventeur_brevet,1
6042,1966,Undirected,3596,inventeur_brevet,1
6043,2627,Undirected,3597,inventeur_brevet,1
6044,2619,Undirected,3598,inventeur_brevet,1
6045,785,Undirected,3599,inventeur_brevet,1
6046,925,Undirected,3600,inventeur_brevet,1
6047,721,Undirected,3601,inventeur_brevet,1
6048,2522,Undirected,3602,inventeur_brevet,1
6049,26,Undirected,3603,inventeur_brevet,1
6050,2603,Undirected,3604,inventeur_brevet,1
6051,2480,Undirected,3605,inventeur_brevet,1
6052,2090,Undirected,3606,inventeur_brevet,1
6053,2540,Undirected,3607,inventeur_brevet,1
6054,2633,Undirected,3608,inventeur_brevet,1
6055,234,Undirected,3609,inventeur_brevet,1
6056,641,Undirected,3610,inventeur_brevet,1
6057,2607,Undirected,3611,inventeur_brevet,1
6058,183,Undirected,3612,inventeur_brevet,1
6059,2684,Undirected,3613,inventeur_brevet,1
6059,2686,Undirected,3614,inventeur_brevet,1
6060,557,Undirected,3615,inventeur_brevet,1
6061,203,Undirected,3616,inventeur_brevet,1
6062,1082,Undirected,3617,inventeur_brevet,1
6063,91,Undirected,3618,inventeur_brevet,1
6064,1287,Undirected,3619,inventeur_brevet,1
6065,758,Undirected,3620,inventeur_brevet,1
6066,1030,Undirected,3621,inventeur_brevet,1
6067,978,Undirected,3622,inventeur_brevet,1
6068,1838,Undirected,3623,inventeur_brevet,1
6069,1860,Undirected,3624,inventeur_brevet,1
6070,1621,Undirected,3625,inventeur_brevet,1
6071,1317,Undirected,3626,inventeur_brevet,1
6072,160,Undirected,3627,inventeur_brevet,1
6073,485,Undirected,3628,inventeur_brevet,1
6074,1918,Undirected,3629,inventeur_brevet,1
6075,1611,Undirected,3630,inventeur_brevet,1
6076,2283,Undirected,3631,inventeur_brevet,1
6077,10,Undirected,3632,inventeur_brevet,1
6078,101,Undirected,3633,inventeur_brevet,1
6079,1087,Undirected,3634,inventeur_brevet,1
6080,71,Undirected,3635,inventeur_brevet,1
6081,2286,Undirected,3636,inventeur_brevet,1
6082,1541,Undirected,3637,inventeur_brevet,1
6083,1206,Undirected,3638,inventeur_brevet,1
6084,781,Undirected,3639,inventeur_brevet,1
6085,709,Undirected,3640,inventeur_brevet,1
6086,786,Undirected,3641,inventeur_brevet,1
6087,352,Undirected,3642,inventeur_brevet,1
6088,2034,Undirected,3643,inventeur_brevet,1
6089,1609,Undirected,3644,inventeur_brevet,1
6090,439,Undirected,3645,inventeur_brevet,1
6091,790,Undirected,3646,inventeur_brevet,1
6092,353,Undirected,3647,inventeur_brevet,1
6093,1449,Undirected,3648,inventeur_brevet,1
6094,780,Undirected,3649,inventeur_brevet,1
6095,1872,Undirected,3650,inventeur_brevet,1
6096,1380,Undirected,3651,inventeur_brevet,1
6096,1408,Undirected,3652,inventeur_brevet,1
6097,569,Undirected,3653,inventeur_brevet,1
6098,1609,Undirected,3654,inventeur_brevet,1
6099,1788,Undirected,3655,inventeur_brevet,1
6100,864,Undirected,3656,inventeur_brevet,1
6101,307,Undirected,3657,inventeur_brevet,1
6102,1584,Undirected,3658,inventeur_brevet,1
6103,1204,Undirected,3659,inventeur_brevet,1
6104,1707,Undirected,3660,inventeur_brevet,1
6105,1515,Undirected,3661,inventeur_brevet,1
6106,1989,Undirected,3662,inventeur_brevet,1
6107,2077,Undirected,3663,inventeur_brevet,1
6108,2047,Undirected,3664,inventeur_brevet,1
6109,1640,Undirected,3665,inventeur_brevet,1
6110,200,Undirected,3666,inventeur_brevet,1
6111,1563,Undirected,3667,inventeur_brevet,1
6112,727,Undirected,3668,inventeur_brevet,1
6113,1348,Undirected,3669,inventeur_brevet,1
6114,2426,Undirected,3670,inventeur_brevet,1
6115,2331,Undirected,3671,inventeur_brevet,1
6116,210,Undirected,3672,inventeur_brevet,1
6117,1319,Undirected,3673,inventeur_brevet,1
6118,1579,Undirected,3674,inventeur_brevet,1
6119,1224,Undirected,3675,inventeur_brevet,1
6120,1721,Undirected,3676,inventeur_brevet,1
6121,2025,Undirected,3677,inventeur_brevet,1
6122,1404,Undirected,3678,inventeur_brevet,1
6123,2463,Undirected,3679,inventeur_brevet,1
6124,575,Undirected,3680,inventeur_brevet,1
6125,2230,Undirected,3681,inventeur_brevet,1
6126,2431,Undirected,3682,inventeur_brevet,1
6127,1178,Undirected,3683,inventeur_brevet,1
6128,1179,Undirected,3684,inventeur_brevet,1
6129,476,Undirected,3685,inventeur_brevet,1
6130,1317,Undirected,3686,inventeur_brevet,1
6131,1685,Undirected,3687,inventeur_brevet,1
6132,1004,Undirected,3688,inventeur_brevet,1
6132,1099,Undirected,3689,inventeur_brevet,1
6133,60,Undirected,3690,inventeur_brevet,1
6133,1008,Undirected,3691,inventeur_brevet,1
6134,1687,Undirected,3692,inventeur_brevet,1
6135,795,Undirected,3693,inventeur_brevet,1
6136,620,Undirected,3694,inventeur_brevet,1
6137,534,Undirected,3695,inventeur_brevet,1
6138,837,Undirected,3696,inventeur_brevet,1
6139,945,Undirected,3697,inventeur_brevet,1
6140,2218,Undirected,3698,inventeur_brevet,1
6141,501,Undirected,3699,inventeur_brevet,1
6141,855,Undirected,3700,inventeur_brevet,1
6142,1958,Undirected,3701,inventeur_brevet,1
6143,2072,Undirected,3702,inventeur_brevet,1
6144,2140,Undirected,3703,inventeur_brevet,1
6145,780,Undirected,3704,inventeur_brevet,1
6146,297,Undirected,3705,inventeur_brevet,1
6147,1065,Undirected,3706,inventeur_brevet,1
6148,157,Undirected,3707,inventeur_brevet,1
6149,2084,Undirected,3708,inventeur_brevet,1
6150,2115,Undirected,3709,inventeur_brevet,1
6151,2041,Undirected,3710,inventeur_brevet,1
6152,858,Undirected,3711,inventeur_brevet,1
6153,2024,Undirected,3712,inventeur_brevet,1
6154,2020,Undirected,3713,inventeur_brevet,1
6155,764,Undirected,3714,inventeur_brevet,1
6156,2305,Undirected,3715,inventeur_brevet,1
6157,118,Undirected,3716,inventeur_brevet,1
6158,17,Undirected,3717,inventeur_brevet,1
6159,1065,Undirected,3718,inventeur_brevet,1
6160,2059,Undirected,3719,inventeur_brevet,1
6161,499,Undirected,3720,inventeur_brevet,1
6162,2002,Undirected,3721,inventeur_brevet,1
6163,205,Undirected,3722,inventeur_brevet,1
6164,2089,Undirected,3723,inventeur_brevet,1
6165,2527,Undirected,3724,inventeur_brevet,1
6166,1797,Undirected,3725,inventeur_brevet,1
6167,2002,Undirected,3726,inventeur_brevet,1
6168,1380,Undirected,3727,inventeur_brevet,1
6169,81,Undirected,3728,inventeur_brevet,1
6170,145,Undirected,3729,inventeur_brevet,1
6171,1488,Undirected,3730,inventeur_brevet,1
6172,46,Undirected,3731,inventeur_brevet,1
6173,152,Undirected,3732,inventeur_brevet,1
6173,271,Undirected,3733,inventeur_brevet,1
6174,1912,Undirected,3734,inventeur_brevet,1
6175,1856,Undirected,3735,inventeur_brevet,1
6176,1558,Undirected,3736,inventeur_brevet,1
6177,1598,Undirected,3737,inventeur_brevet,1
6178,1070,Undirected,3738,inventeur_brevet,1
6179,1174,Undirected,3739,inventeur_brevet,1
6180,29,Undirected,3740,inventeur_brevet,1
6181,514,Undirected,3741,inventeur_brevet,1
6182,531,Undirected,3742,inventeur_brevet,1
6183,1896,Undirected,3743,inventeur_brevet,1
6184,1522,Undirected,3744,inventeur_brevet,1
6185,1818,Undirected,3745,inventeur_brevet,1
6186,733,Undirected,3746,inventeur_brevet,1
6187,2290,Undirected,3747,inventeur_brevet,1
6188,2042,Undirected,3748,inventeur_brevet,1
6189,1868,Undirected,3749,inventeur_brevet,1
6190,1864,Undirected,3750,inventeur_brevet,1
6191,73,Undirected,3751,inventeur_brevet,1
6192,691,Undirected,3752,inventeur_brevet,1
6193,2466,Undirected,3753,inventeur_brevet,1
6194,66,Undirected,3754,inventeur_brevet,1
6195,1633,Undirected,3755,inventeur_brevet,1
6196,1633,Undirected,3756,inventeur_brevet,1
6197,1331,Undirected,3757,inventeur_brevet,1
6198,2391,Undirected,3758,inventeur_brevet,1
6199,1527,Undirected,3759,inventeur_brevet,1
6200,1630,Undirected,3760,inventeur_brevet,1
6201,1151,Undirected,3761,inventeur_brevet,1
6202,1146,Undirected,3762,inventeur_brevet,1
6203,712,Undirected,3763,inventeur_brevet,1
6204,1108,Undirected,3764,inventeur_brevet,1
6205,1192,Undirected,3765,inventeur_brevet,1
6205,1226,Undirected,3766,inventeur_brevet,1
6205,1229,Undirected,3767,inventeur_brevet,1
6205,1318,Undirected,3768,inventeur_brevet,1
6206,1132,Undirected,3769,inventeur_brevet,1
6206,1152,Undirected,3770,inventeur_brevet,1
6206,1215,Undirected,3771,inventeur_brevet,1
6207,1537,Undirected,3772,inventeur_brevet,1
6208,1518,Undirected,3773,inventeur_brevet,1
6209,102,Undirected,3774,inventeur_brevet,1
6210,102,Undirected,3775,inventeur_brevet,1
6211,2593,Undirected,3776,inventeur_brevet,1
6212,247,Undirected,3777,inventeur_brevet,1
6213,292,Undirected,3778,inventeur_brevet,1
6214,2081,Undirected,3779,inventeur_brevet,1
6215,1571,Undirected,3780,inventeur_brevet,1
6216,1096,Undirected,3781,inventeur_brevet,1
6217,1297,Undirected,3782,inventeur_brevet,1
6218,1973,Undirected,3783,inventeur_brevet,1
6219,780,Undirected,3784,inventeur_brevet,1
6220,217,Undirected,3785,inventeur_brevet,1
6221,365,Undirected,3786,inventeur_brevet,1
6222,1593,Undirected,3787,inventeur_brevet,1
6223,2319,Undirected,3788,inventeur_brevet,1
6224,1624,Undirected,3789,inventeur_brevet,1
6225,113,Undirected,3790,inventeur_brevet,1
6226,1712,Undirected,3791,inventeur_brevet,1
6227,1884,Undirected,3792,inventeur_brevet,1
6228,1029,Undirected,3793,inventeur_brevet,1
6229,18,Undirected,3794,inventeur_brevet,1
6230,2039,Undirected,3795,inventeur_brevet,1
6231,896,Undirected,3796,inventeur_brevet,1
6232,1938,Undirected,3797,inventeur_brevet,1
6233,2393,Undirected,3798,inventeur_brevet,1
6234,371,Undirected,3799,inventeur_brevet,1
6235,1476,Undirected,3800,inventeur_brevet,1
6236,1347,Undirected,3801,inventeur_brevet,1
